text,label
i ordered the chicken and broccoli . <eos>,Negative
all the service was very slow and the food was terrible . <eos>,Negative
this place is not the best part of the service is great . <eos>,Negative
"poor customer service , poor service , poor attitude . <eos>",Negative
avoid this place . <eos>,Negative
went to the past for a few months ago and i was disappointed . <eos>,Negative
was gross . <eos>,Negative
but i ' m not sure i ' m not sure what i ordered . <eos>,Negative
"not your business , you will be back to this place again . <eos>",Negative
no thanks . <eos>,Negative
they have no clue of the food is just ok . <eos>,Negative
i had a bad experience with the service and the food . <eos>,Negative
"not the best , the food was terrible . <eos>",Negative
i do n't even get a drink refill on the first time . <eos>,Negative
the service was very slow . <eos>,Negative
the food was ok but the service was terrible . <eos>,Negative
will not be going back again . <eos>,Negative
i had a terrible experience at this location . <eos>,Negative
i would n't even get my car and i was n't impressed at all . <eos>,Negative
the food is not good but it is awful . <eos>,Negative
"_num_ minutes later , the food was ok , but it ' s not . <eos>",Negative
avoid . <eos>,Negative
and the food came out of the bread was lukewarm and not . <eos>,Negative
it was a little bit of the whole time i ordered the food . <eos>,Negative
"do n't even give a good deal , it . <eos>",Negative
the service was n't even worse than this place . <eos>,Negative
they do n't care about their customers . <eos>,Negative
but i do n't understand why they do n't know what i do . <eos>,Negative
the worst part was the worst . <eos>,Negative
but the food is not good . <eos>,Negative
my husband ordered the chicken katsu steak . <eos>,Negative
one of the worst service i received . <eos>,Negative
worst experience at all costs i have ever seen . <eos>,Negative
nothing special at all . <eos>,Negative
the service sucks . <eos>,Negative
the service sucked . <eos>,Negative
but the service is not worth it . <eos>,Negative
it was n't even remotely that they have a long time . <eos>,Negative
what a disappointment of experience . <eos>,Negative
would n't recommend this place to anyone . <eos>,Negative
food was cold and bland . <eos>,Negative
the only reason i was going to get the phone number . <eos>,Negative
i wish i could give it _num_ stars i would . <eos>,Negative
the staff are very rude . <eos>,Negative
"not the greatest , but not the greatest . <eos>",Negative
i am so disappointed with this place is not a good sign . <eos>,Negative
not a good sign . <eos>,Negative
we were very disappointed with the service and the food . <eos>,Negative
they are not good . <eos>,Negative
"the fries are not good , but the food was not good . <eos>",Negative
wish i could give them . <eos>,Negative
"not the food is very good , but not the greatest deal with it . <eos>",Negative
not a fan of the place is a big deal . <eos>,Negative
food is horrible . <eos>,Negative
no more than the price . <eos>,Negative
the front desk was very rude and condescending . <eos>,Negative
i just wanted to get a little more . <eos>,Negative
mashed potatoes were cold . <eos>,Negative
i do n't understand why they do n't care about this place . <eos>,Negative
"the prices are reasonable , but not high quality . <eos>",Negative
and the service was very slow . <eos>,Negative
they do n't even deserve it at all costs . <eos>,Negative
not worth it . <eos>,Negative
the owner did n't even acknowledge to the manager was very rude and unhelpful . <eos>,Negative
when i arrived to get the food and the service . <eos>,Negative
i wish i could give them . <eos>,Negative
no one of the customer service . <eos>,Negative
"the food , however , the service is not very good . <eos>",Negative
"not impressed , i wo n't be back . <eos>",Negative
rude rude . <eos>,Negative
i ' m pissed . <eos>,Negative
but the food was not worth it . <eos>,Negative
i ordered the chicken katsu and it was awful . <eos>,Negative
"they are not busy , but not good . <eos>",Negative
so we were seated for the bar bar . <eos>,Negative
avoid this place . <eos>,Negative
we were very disappointed with the service and the food was terrible . <eos>,Negative
the food was n't even a good time i get it was n't good . <eos>,Negative
just a good meal . <eos>,Negative
ugh . <eos>,Negative
it is not worth it . <eos>,Negative
no one of them . <eos>,Negative
i could n't even finish my food at all . <eos>,Negative
the food is not good but i ' m not sure i was hungry . <eos>,Negative
and the food was lukewarm and bland . <eos>,Negative
so she did n't even want to help me . <eos>,Negative
i was very disappointed with the service and the service was terrible . <eos>,Negative
the service was slow and slow and slow . <eos>,Negative
worst customer service i have ever encountered . <eos>,Negative
i was told my car to get _num_ minutes to get my car washed . <eos>,Negative
this place was very disappointing . <eos>,Negative
the prices are not high quality of food is average . <eos>,Negative
i do n't believe it . <eos>,Negative
horrible . <eos>,Negative
the only thing was the service was the food was very disappointing . <eos>,Negative
but the food was not good at all . <eos>,Negative
i wo n't be back to this location again . <eos>,Negative
they do n't care about their patients at all . <eos>,Negative
it was a _num_ minutes for a small cup . <eos>,Negative
they do n't even deserve your business . <eos>,Negative
i am so glad i will not be returning to this location to anyone . <eos>,Negative
"but , i am not sure i ' m not going back . <eos>",Negative
i ordered my wife for $ _num_ . <eos>,Negative
it was a little bit of the food was terrible . <eos>,Negative
the only thing is the service is terrible . <eos>,Negative
i was n't impressed with the service and professionalism . <eos>,Negative
it is not a good place to get a drink . <eos>,Negative
the food was ok but nothing i write write home . <eos>,Negative
"the place is not a good deal , but i ' m not coming back . <eos>",Negative
no complaints . <eos>,Negative
wish i could give zero stars i would . <eos>,Negative
no one of the best service . <eos>,Negative
i am not going back . <eos>,Negative
i was a _num_ minute wait . <eos>,Negative
i am not sure i was going back . <eos>,Negative
needless to say we will not be back to this location again . <eos>,Negative
she did n't care about our phone call . <eos>,Negative
_num_ stars for me . <eos>,Negative
the food was ok but the service was terrible . <eos>,Negative
she told me she did n't care about her phone and she did n't care . <eos>,Negative
the only reason i would be back to this place . <eos>,Negative
avoid the best in all . <eos>,Negative
so i ' m not sure i ' m not impressed at all . <eos>,Negative
absolutely the worst experience i have had . <eos>,Negative
but i ' m not sure i go back . <eos>,Negative
very rude and arrogant and unorganized . <eos>,Negative
this is the worst service i have ever dealt with . <eos>,Negative
it ' s not worth the $ _num_ . <eos>,Negative
service was slow and slow . <eos>,Negative
it ' s not worth it . <eos>,Negative
the staff are very rude and the food is not very good . <eos>,Negative
the manager did n't even acknowledge . <eos>,Negative
i ' m not sure it ' s just a bad review . <eos>,Negative
the owner was n't busy to get my car washed up my car . <eos>,Negative
it is not worth the money . <eos>,Negative
"but , the food is terrible . <eos>",Negative
"but , the food is not good , but not worth it . <eos>",Negative
"never again , i will not be back again . <eos>",Negative
she was n't even . <eos>,Negative
i wish i could give it _num_ stars i would . <eos>,Negative
if i could give them _num_ stars i would . <eos>,Negative
but the food is not worth the money . <eos>,Negative
the only thing is the service . <eos>,Negative
it was n't even a waste of time to get it . <eos>,Negative
they do n't even deserve it . <eos>,Negative
worst experience ever . <eos>,Negative
"no flavor , no flavor . <eos>",Negative
do n't get a good time . <eos>,Negative
it was n't the greatest deal . <eos>,Negative
no one of my life at this location . <eos>,Negative
"no flavor , but it was a little bit . <eos>",Negative
service was terrible . <eos>,Negative
"but , they do n't care about the patients at all . <eos>",Negative
"but i ' m not sure why they ' re so good , but not good . <eos>",Negative
then i went to get a drink and i was n't impressed . <eos>,Negative
the staff was very rude . <eos>,Negative
they are not a fan . <eos>,Negative
"the <unk> are not good , but it was n't good . <eos>",Negative
they are not so good . <eos>,Negative
the chicken was not very good . <eos>,Negative
slow service . <eos>,Negative
the service sucks . <eos>,Negative
the customer service was very slow and the food was very disappointing . <eos>,Negative
no stars . <eos>,Negative
my husband ordered the pizza and it was . <eos>,Negative
the worst part of the service i have encountered . <eos>,Negative
she is not rude . <eos>,Negative
it was n't even a good time . <eos>,Negative
i could n't even get my order from here . <eos>,Negative
i ordered the chicken katsu and it was n't very good . <eos>,Negative
it was n't even remotely with the food and service . <eos>,Negative
she said she would n't be back . <eos>,Negative
the place was very empty and the service sucks . <eos>,Negative
it was not fresh and cooked with a little flavor . <eos>,Negative
so much of the place . <eos>,Negative
but no no problem . <eos>,Negative
i do n't understand why they are doing to do . <eos>,Negative
very rude . <eos>,Negative
the place is a joke of the staff is very disappointing . <eos>,Negative
tables were very rude . <eos>,Negative
so i did n't even get a drink or anything to be . <eos>,Negative
i ordered the chicken and it was very dry and overcooked . <eos>,Negative
the fries were disgusting . <eos>,Negative
so rude . <eos>,Negative
the food was bland and very bland . <eos>,Negative
it took _num_ minutes to get my car in my car washed out . <eos>,Negative
the food was terrible . <eos>,Negative
do n't even taste like the food at all costs . <eos>,Negative
but the food is not good either . <eos>,Negative
this is the worst place to get a quick bite . <eos>,Negative
not the case . <eos>,Negative
it is not even a good place to eat . <eos>,Negative
do n't waste your time here . <eos>,Negative
did n't even taste like it was very bland . <eos>,Negative
"too bad , but the food was terrible . <eos>",Negative
_num_ minutes later i arrived . <eos>,Negative
when they were very rude and the food was terrible . <eos>,Negative
"for a few bites , but the food was not good . <eos>",Negative
it ' s a shame of my life at all . <eos>,Negative
the food was n't even a good time . <eos>,Negative
they do n't even deserve their customers for me . <eos>,Negative
poor service . <eos>,Negative
"but the food is not good , but not worth it . <eos>",Negative
so i am a big fan of this place for a _num_ star . <eos>,Negative
"so much for the price , i would n't be back . <eos>",Negative
"the food was ok , but the service was terrible . <eos>",Negative
"both , the staff was very rude and the food was terrible . <eos>",Negative
the owner was very rude and the owner was n't very very helpful . <eos>,Negative
it is not a good sign . <eos>,Negative
after i went to get my car serviced and i will never be back . <eos>,Negative
never going back again . <eos>,Negative
it was just awful . <eos>,Negative
$ _num_ for a _num_ minute for a _num_ minute for lunch . <eos>,Negative
she did n't even acknowledge me . <eos>,Negative
then the food came out of the service was n't very attentive . <eos>,Negative
not worth the $ _num_ . <eos>,Negative
not a waste of time . <eos>,Negative
i think the worst service i have ever had . <eos>,Negative
not a waste of time here . <eos>,Negative
they were very rude and very unhelpful . <eos>,Negative
not the best part of the worst service i have ever received . <eos>,Negative
do n't get your time and money to get your food . <eos>,Negative
it ' s not worth the money . <eos>,Negative
"_num_ ) _num_ , i was n't impressed with . <eos>",Negative
my wife was a waste of time . <eos>,Negative
the food was terrible . <eos>,Negative
"no one , no complaints , no complaints , no complaints contact . <eos>",Negative
they have no clue of the food . <eos>,Negative
the owner did n't even acknowledge english . <eos>,Negative
i ' ll be back to this location again . <eos>,Negative
my husband and i ordered the chicken katsu . <eos>,Negative
very unprofessional and will never return to this location . <eos>,Negative
this is not my first time to this place . <eos>,Negative
so rude and will never return to . <eos>,Negative
i do n't understand why i ' m so glad i ' m not impressed . <eos>,Negative
she was very rude and did n't even greet us to the manager . <eos>,Negative
"however , i ' m not sure i ' ve been here . <eos>",Negative
avoid this place if you can . <eos>,Negative
i wish i could give it _num_ stars i would . <eos>,Negative
my wife had a prescription to get me . <eos>,Negative
the worst part of the service is horrible . <eos>,Negative
my wife ordered the food and i was a _num_ minutes . <eos>,Negative
rude and rude staff . <eos>,Negative
no complaints . <eos>,Negative
the food was n't good at all . <eos>,Negative
the owner was very rude and very unhelpful . <eos>,Negative
food is not good and service . <eos>,Negative
avoid this place ever . <eos>,Negative
i would n't recommend this place to anyone looking for a good time . <eos>,Negative
"but , i ' m not sure why it . <eos>",Negative
the worst i have ever had in the life . <eos>,Negative
i am very disappointed with this . <eos>,Negative
i hate giving this place is a joke of the reviews reviews reviews . <eos>,Negative
it was n't even remotely than the meat and the taste like it . <eos>,Negative
not a fan of the food is not good at all . <eos>,Negative
they charge me the bill and did n't care . <eos>,Negative
i went to get a prescription of my life . <eos>,Negative
i went to celebrate for a pedicure and pedicure . <eos>,Negative
it was n't even remotely that i was n't impressed . <eos>,Negative
i wish i could give it _num_ stars . <eos>,Negative
the food is not good either . <eos>,Negative
"so , i was n't impressed with the service . <eos>",Negative
i ' m so glad i went here for a few months ago ago . <eos>,Negative
the staff are very rude and rude . <eos>,Negative
"the chicken parm is not good , but not good . <eos>",Negative
this place is a rip off . <eos>,Negative
the food is not good but the service is not good . <eos>,Negative
did n't even get the food and service . <eos>,Negative
i do n't understand why this place is . <eos>,Negative
this is my absolute worst experience i have ever had . <eos>,Negative
the fries were very bland . <eos>,Negative
the customer service was very slow and the food was very disappointing . <eos>,Negative
the only thing was really good . <eos>,Negative
the food is terrible . <eos>,Negative
do n't waste your time here for a good time . <eos>,Negative
it was n't even the best i have . <eos>,Negative
it was a little annoying . <eos>,Negative
they do n't care about your money here . <eos>,Negative
this place was very unprofessional . <eos>,Negative
"when i asked to get the food , they were n't . <eos>",Negative
so i am not sure i will be back to this place again . <eos>,Negative
it ' s not a good place to go to watch for a game . <eos>,Negative
the menu was n't good but i ' m not sure it ' s not . <eos>,Negative
if i could give it _num_ stars i would have . <eos>,Negative
i think the worst thing i have had in a long time . <eos>,Negative
i would n't recommend them . <eos>,Negative
this place is not my first time here . <eos>,Negative
"it was a little annoying , but i am not impressed at all . <eos>",Negative
they are not busy to do the work at all costs . <eos>,Negative
went here for a few weeks ago and the service . <eos>,Negative
not a good deal . <eos>,Negative
"no flavor , no flavor whatsoever . <eos>",Negative
we asked for the waitress and we were seated promptly us our table . <eos>,Negative
i ' m a _num_ minute for my life . <eos>,Negative
they were very rude and unhelpful and not very helpful . <eos>,Negative
it ' s not a good place to get a drink . <eos>,Negative
"_num_ minutes later , i had no one of the food came . <eos>",Negative
i do n't understand why they have a good job for the price tag . <eos>,Negative
never going back . <eos>,Negative
the only thing was n't going here . <eos>,Negative
worst service sucks . <eos>,Negative
i would not . <eos>,Negative
the service was terrible . <eos>,Negative
it was n't even remotely with the food was lukewarm . <eos>,Negative
but this place is horrible . <eos>,Negative
i wish i could give . <eos>,Negative
it was a little dry and the sauce was just ok . <eos>,Negative
if you are looking to get a good place to get a good meal . <eos>,Negative
i asked for the ` ` ` ` ` ` ` ` ` ` no problem ' ' . <eos>,Negative
do n't even get a refill of water . <eos>,Negative
waste of money and money elsewhere . <eos>,Negative
"if you ' re looking for a doctor , i would n't recommend this place . <eos>",Negative
please avoid this place . <eos>,Negative
they do n't care about their patients at all . <eos>,Negative
ridiculous . <eos>,Negative
the only thing was the food was lukewarm and the service was terrible . <eos>,Negative
the owner did n't even get me to get anything . <eos>,Negative
went here for lunch and ordered a special . <eos>,Negative
i could n't finish finish it . <eos>,Negative
the food was n't even a good price . <eos>,Negative
i mean the food . <eos>,Negative
if i could give them _num_ stars i would have _num_ stars . <eos>,Negative
she said she could n't even acknowledge to me . <eos>,Negative
very bland and bland and tasteless . <eos>,Negative
the place is not clean and the staff . <eos>,Negative
not a good sign . <eos>,Negative
they charge me the bill and money . <eos>,Negative
food was very slow and the service was n't very good . <eos>,Negative
i guess i will be back to this location for a long . <eos>,Negative
the service sucks . <eos>,Negative
"when i arrived the food , i ' m so disappointed and the service was terrible . <eos>",Negative
this is the worst experience i have ever encountered . <eos>,Negative
"food was ok , but not good , but not good at all . <eos>",Negative
avoid this place . <eos>,Negative
"overpriced , but not good food . <eos>",Negative
rude . <eos>,Negative
the lady who did n't even acknowledge to the phone . <eos>,Negative
"but , no problem . <eos>",Negative
fries are very bland and not very good . <eos>,Negative
they were very disappointing . <eos>,Negative
do n't waste your time and money here for a good time . <eos>,Negative
it was so busy to get a little minutes to get my car . <eos>,Negative
and the owner was n't even acknowledge . <eos>,Negative
the food was not good at all . <eos>,Negative
not the best part food . <eos>,Negative
this is a little expensive to get a good place to get . <eos>,Negative
i ' m not sure i ' ll . <eos>,Negative
the servers were very rude and the service was terrible . <eos>,Negative
"not the best , the food is just downright . <eos>",Negative
but the owner is not very friendly and not a great job . <eos>,Negative
"the chicken is not good , but not worth it . <eos>",Negative
"not the best , the food was just ok , but not worth it . <eos>",Negative
so i am not impressed with this place . <eos>,Negative
horrible ! <eos>,Negative
"the food was ok , but nothing special . <eos>",Negative
it ' s not a good deal to start . <eos>,Negative
so i am not impressed with this place . <eos>,Negative
i will never be back . <eos>,Negative
it was n't even a good meal . <eos>,Negative
they do n't . <eos>,Negative
she said she would n't be able to help me to get my nails . <eos>,Negative
the staff are very rude and very unhelpful . <eos>,Negative
it was just awful . <eos>,Negative
this is my favorite place . <eos>,Negative
the only thing was the chicken was very disappointing . <eos>,Negative
so much for the price . <eos>,Negative
i am not sure i could give them _num_ stars . <eos>,Negative
very disappointing . <eos>,Negative
it was just _num_ minutes to get the food . <eos>,Negative
it ' s not a good place to get a drink . <eos>,Negative
worst customer service . <eos>,Negative
"no one , the service was n't friendly at all . <eos>",Negative
they do n't care about this place . <eos>,Negative
if i could give it _num_ stars i would . <eos>,Negative
they do n't care about their patients at all costs . <eos>,Negative
"but , it was terrible . <eos>",Negative
she walked out of the room . <eos>,Negative
the owner did n't care about me . <eos>,Negative
the worst part is the worst service i have ever received . <eos>,Negative
nothing special . <eos>,Negative
the staff was very rude . <eos>,Negative
"not a good deal , but not worth the wait for _num_ . <eos>",Negative
this is a little expensive for the price and the service . <eos>,Negative
so i am not sure i will be back to this place for lunch . <eos>,Negative
i ordered the chicken katsu and i ' ve had a bad experience at all . <eos>,Negative
the owner is not very good and not very helpful . <eos>,Negative
i wish i could give this place _num_ stars i would . <eos>,Negative
it was a little bit of sad . <eos>,Negative
they were very salty and the food was not good . <eos>,Negative
"but , the food was terrible . <eos>",Negative
worst place . <eos>,Negative
there are no one of the restaurants restaurants in the area of the area . <eos>,Negative
i ' m so glad i ' ve been here for a couple years ago . <eos>,Negative
"but , i do n't understand why they are doing to do . <eos>",Negative
the service is slow and slow slow . <eos>,Negative
the food is terrible . <eos>,Negative
the food was not good . <eos>,Negative
i went to celebrate my car and was very disappointed . <eos>,Negative
they are not very good . <eos>,Negative
the only thing is the food is not good but it is not good . <eos>,Negative
"_num_ minutes later , no no explanation . <eos>",Negative
she walked away . <eos>,Negative
it was very busy to get a car wash and the staff . <eos>,Negative
i will never return . <eos>,Negative
the food sucks . <eos>,Negative
"however , i ' m not sure it ' s a big deal . <eos>",Negative
nothing special at all . <eos>,Negative
i hate it . <eos>,Negative
the customer service is always good . <eos>,Positive
great service . <eos>,Positive
it is a great place to go for a special occasion . <eos>,Positive
i will be back for a couple of my friends and family family . <eos>,Positive
our server was great . <eos>,Positive
i ' ve been here for years and i love this place . <eos>,Positive
love the food and service . <eos>,Positive
these guys are great ! <eos>,Positive
they have a great selection of frames . <eos>,Positive
"love this place , love it ! <eos>",Positive
i am so impressed . <eos>,Positive
i will be back to the location and the staff is always friendly and helpful . <eos>,Positive
i love this place and will return . <eos>,Positive
the food is always fresh and delicious . <eos>,Positive
i love this place ! <eos>,Positive
love this place . <eos>,Positive
the staff are very friendly and helpful . <eos>,Positive
i highly recommend them to anyone who likes his . <eos>,Positive
the fries are amazing . <eos>,Positive
so good ! <eos>,Positive
they have a great selection of frames and accessories accessories accessories accessories . <eos>,Positive
"it was a great meal , and the food was good and delicious . <eos>",Positive
they have a great selection of frames . <eos>,Positive
the food is pretty darn good . <eos>,Positive
i ' ll return ! <eos>,Positive
the staff is always friendly and helpful . <eos>,Positive
great people and the food is great . <eos>,Positive
great place to watch your game . <eos>,Positive
so much for the great service . <eos>,Positive
thank you for me ! <eos>,Positive
"great food , great service , great food . <eos>",Positive
thank you for making your life and you are welcomed ! <eos>,Positive
"thank you for the great service , great service ! <eos>",Positive
the staff was very friendly and helpful . <eos>,Positive
i also highly recommend their rice . <eos>,Positive
ordered the chicken and waffles are amazing . <eos>,Positive
this place is the best . <eos>,Positive
it was very clean and the staff was very friendly . <eos>,Positive
"great food , great service , great food . <eos>",Positive
the owner and his staff is very friendly . <eos>,Positive
it is a good place to eat . <eos>,Positive
"very good food , and the service . <eos>",Positive
i had the best lamb ever . <eos>,Positive
thanks guys ! <eos>,Positive
the best vet i ' ve ever had . <eos>,Positive
"great staff , friendly and helpful . <eos>",Positive
my wife and i love the food and the service was great . <eos>,Positive
amazing ! <eos>,Positive
my favorite is the food . <eos>,Positive
very good and friendly staff . <eos>,Positive
love the food and the service is great . <eos>,Positive
but the food is so good and the service is great . <eos>,Positive
they have a great selection of frames and accessories items . <eos>,Positive
the staff is always friendly and the service is great . <eos>,Positive
it is a great place to get a great meal . <eos>,Positive
"very good , the food was a good price . <eos>",Positive
i love the place to go to the best i ' ve ever had . <eos>,Positive
the food and service was very friendly and attentive . <eos>,Positive
the staff is always friendly and helpful . <eos>,Positive
love their bagels ! <eos>,Positive
they ' re a great job . <eos>,Positive
all the staff was very friendly and the food was great and the service . <eos>,Positive
it was really good . <eos>,Positive
it was a great place to get a quick bite . <eos>,Positive
it is a great place to go for a quick bite lunch . <eos>,Positive
i will recommend this place . <eos>,Positive
always have great service and great service . <eos>,Positive
"but the food is good , the service is good , the food is good . <eos>",Positive
i will definitely be back for a couple of my friends and family . <eos>,Positive
the staff was friendly and helpful . <eos>,Positive
it ' s a great place to sit outside and enjoy your meal . <eos>,Positive
dr . schwartz is amazing ! <eos>,Positive
they are very nice too . <eos>,Positive
they do n't care about their patients and his staff . <eos>,Positive
the first time here was a great experience . <eos>,Positive
this is my favorite place to go . <eos>,Positive
i love the food and the service is great . <eos>,Positive
"always friendly , helpful , and helpful and helpful . <eos>",Positive
they have great service and great food . <eos>,Positive
love this place . <eos>,Positive
thank you for making your life for your life ! <eos>,Positive
these guys are great ! <eos>,Positive
love the spicy tuna tacos . <eos>,Positive
the best thai food in the valley . <eos>,Positive
this is the best place to get in town . <eos>,Positive
great place to sit outside and enjoy outside . <eos>,Positive
the staff and the food was great and the service was great . <eos>,Positive
i highly recommend them to everyone who needs your needs . <eos>,Positive
i love this place . <eos>,Positive
they are delicious and the food is always fresh and delicious . <eos>,Positive
would recommend them to anyone looking for your needs . <eos>,Positive
it was very clean and the service was excellent . <eos>,Positive
we always enjoyed our meals . <eos>,Positive
thanks ! <eos>,Positive
it was a great place to get a quick bite and a great price . <eos>,Positive
"great food , great service , great food . <eos>",Positive
the best part of the best part of the world . <eos>,Positive
the staff are friendly and the food is always good . <eos>,Positive
a great place for lunch . <eos>,Positive
their spicy and sour cream is the best i have ever had . <eos>,Positive
the staff is always friendly and the food is great . <eos>,Positive
the green chile rice is really good as well . <eos>,Positive
i ' m so happy with my son ' s and i ' m so grateful with respect . <eos>,Positive
great job and great service ! <eos>,Positive
the service was great and the food was very good . <eos>,Positive
the service is always very good . <eos>,Positive
the staff was very friendly and the food was very good . <eos>,Positive
my wife and i will be back to the next time i ' m . <eos>,Positive
first time here and i was impressed with the service here . <eos>,Positive
but the place is a great place to watch your game . <eos>,Positive
the place is clean and the staff is always friendly and helpful . <eos>,Positive
the staff and his staff are very friendly and helpful . <eos>,Positive
we had a great time . <eos>,Positive
great job ! <eos>,Positive
it was very clean and organized . <eos>,Positive
the owner is very friendly and the service was great as well . <eos>,Positive
a great place to go for a special occasion . <eos>,Positive
the fries are amazing and the price . <eos>,Positive
my wife ordered the steak and it . <eos>,Positive
so much for the price and service . <eos>,Positive
and the owner is so much to talk to me . <eos>,Positive
she is a great job for me ! <eos>,Positive
i am very happy with my car . <eos>,Positive
"great place for a quick lunch , and a great lunch . <eos>",Positive
very friendly staff and helpful staff . <eos>,Positive
the best part . <eos>,Positive
they are always friendly and helpful and helpful . <eos>,Positive
the food is always fresh and the service is great . <eos>,Positive
this is a great place . <eos>,Positive
"great service , great food , and a great atmosphere . <eos>",Positive
definitely the best chinese food in pittsburgh . <eos>,Positive
if i could give it a try i would . <eos>,Positive
please take your pet and will continue to go back . <eos>,Positive
it is very good . <eos>,Positive
it was so happy with my wife and i love . <eos>,Positive
the staff was very friendly and the service was great and the food was great . <eos>,Positive
the food here is always good and consistent . <eos>,Positive
the staff is always friendly and helpful and helpful . <eos>,Positive
i love the atmosphere and the staff is always friendly . <eos>,Positive
the best part of the service is amazing . <eos>,Positive
the staff is friendly and the service is great . <eos>,Positive
they have a great selection of frames and accessories items . <eos>,Positive
"love the place , the food is always good and good . <eos>",Positive
the place is clean and the staff is always friendly . <eos>,Positive
loved it . <eos>,Positive
great food ! <eos>,Positive
a great place for a date night and the food is amazing . <eos>,Positive
i recommend this place to anyone looking . <eos>,Positive
i love this place to eat . <eos>,Positive
i recommend this place to anyone looking for a dentist . <eos>,Positive
the food was good . <eos>,Positive
the fries are great and the fries were great . <eos>,Positive
"but , i love this place , and the service is great . <eos>",Positive
great food too . <eos>,Positive
"love the food , and the best service i have ever had . <eos>",Positive
a great place to go to watch football game of the game . <eos>,Positive
they have always fresh and made fresh breads and breads . <eos>,Positive
the food is always fresh and the service is always friendly and helpful . <eos>,Positive
i have been here several times and they are very good . <eos>,Positive
all the staff are very friendly and the food is great . <eos>,Positive
thank you for making our anniversary birthday anniversary anniversary anniversary ! <eos>,Positive
so much to see the staff is amazing ! <eos>,Positive
