text,label
"the service was very slow , but the food was very slow . <eos>",past_neg
the waiter was very rude and the food was cold . <eos>,past_neg
there was no one of the food was ok . <eos>,past_neg
i was not impressed with the food . <eos>,past_neg
i had a bad experience . <eos>,past_neg
the food was ok but the service was very poor . <eos>,past_neg
i was n't impressed with the best i ' ve ever seen . <eos>,past_neg
this was a bad . <eos>,past_neg
she did n't know what she did n't care . <eos>,past_neg
it was a bit bad experience . <eos>,past_neg
it was n't bad but the food was bad . <eos>,past_neg
the service was very poor . <eos>,past_neg
i was very disappointed with the service and the food was very poor . <eos>,past_neg
it was n't bad but i ' ve never had . <eos>,past_neg
it was n't worth it ' s the trip to be the best . <eos>,past_neg
this place was a total disappointment . <eos>,past_neg
"however , the service was slow and the food was awful . <eos>",past_neg
this place was not worth it . <eos>,past_neg
it was n't a good experience at all . <eos>,past_neg
the only thing i was n't even bother to have the food was cold . <eos>,past_neg
i ' m not sure what i was so disappointed . <eos>,past_neg
i did n't know how much the food . <eos>,past_neg
the food was mediocre at best . <eos>,past_neg
it was a bit pricey but it was ok . <eos>,past_neg
the waiter was n't even apologize to be back . <eos>,past_neg
the service was very slow . <eos>,past_neg
service was slow . <eos>,past_neg
i did n't know how much the food . <eos>,past_neg
but i ' m not sure what i did n't get it . <eos>,past_neg
the service was slow and the food was awful . <eos>,past_neg
"when we were seated in the area , we were greeted with the food . <eos>",past_neg
they were very busy and the food was very good . <eos>,past_neg
it ' s not a bad experience at the best at this location . <eos>,past_neg
she was very rude and the only was n't even look . <eos>,past_neg
we were seated for _num_ minutes and we were seated . <eos>,past_neg
it ' s not worth it . <eos>,past_neg
my husband had a bad experience with the whole experience at all . <eos>,past_neg
this place was a total disappointment of the worst experience . <eos>,past_neg
i had a groupon and walked away . <eos>,past_neg
the service was very slow and slow . <eos>,past_neg
this was a first time i had to have a bad experience . <eos>,past_neg
this was a very disappointing experience and the food was very good . <eos>,past_neg
it was n't a good thing to get a new . <eos>,past_neg
this place was awful . <eos>,past_neg
she did n't even know what she wanted . <eos>,past_neg
it was n't a good value . <eos>,past_neg
it was n't bad but it was gross . <eos>,past_neg
the food was awful . <eos>,past_neg
the food was mediocre . <eos>,past_neg
the only thing i ' ve had a few months . <eos>,past_neg
she was n't even know what she was doing . <eos>,past_neg
but i was not impressed with this . <eos>,past_neg
the manager did n't care about us with our server . <eos>,past_neg
i was not impressed with the food i ' ve never had . <eos>,past_neg
i was not a fan of this place . <eos>,past_neg
the service was n't even better . <eos>,past_neg
i ' m not sure what i was looking to be . <eos>,past_neg
"when we got the food , it was n't good . <eos>",past_neg
"when we got the bill , they were a very disappointing experience . <eos>",past_neg
it was awful . <eos>,past_neg
the food was mediocre at all . <eos>,past_neg
"the food was ok , but it ' s nothing special . <eos>",past_neg
i had a bad experience and the food was not worth it . <eos>,past_neg
i was very disappointed with the lack of the service was very poor . <eos>,past_neg
the food was ok but the service was awful . <eos>,past_neg
it was n't a good experience at this place . <eos>,past_neg
"the food was n't even fresh , but the food was very bland . <eos>",past_neg
she was very rude and the service was horrible . <eos>,past_neg
"overall , the best experience i ' ve ever had . <eos>",past_pos
it was a great time to get the best in town and i loved it . <eos>,past_pos
we got a great job and he was great . <eos>,past_pos
loved it . <eos>,past_pos
"service was great , and the food was great . <eos>",past_pos
this place was a great time to stay . <eos>,past_pos
it was a great time to go back for dinner . <eos>,past_pos
the service was great and the food was great . <eos>,past_pos
it was a great time to get a pedicure in the valley . <eos>,past_pos
"service was great , the food was great and the food was great . <eos>",past_pos
the staff was very friendly and helpful . <eos>,past_pos
i highly recommend this place . <eos>,past_pos
"got ta and the food was great , but the service was great . <eos>",past_pos
it was a great choice . <eos>,past_pos
i had a great time with the food . <eos>,past_pos
i got a great experience with a great time with a great price . <eos>,past_pos
it was a great time to get the food and it was delicious . <eos>,past_pos
"also , the food was delicious . <eos>",past_pos
loved the food and the service was great . <eos>,past_pos
the food was great and the service was great . <eos>,past_pos
and the food was great . <eos>,past_pos
the service was very friendly and the food was great . <eos>,past_pos
these guys were very nice . <eos>,past_pos
service was very friendly and the food was very good as well . <eos>,past_pos
they were very friendly . <eos>,past_pos
the service was very friendly and the food was great . <eos>,past_pos
i had a great experience here . <eos>,past_pos
i got the shrimp and it was very good and the shrimp . <eos>,past_pos
i got the shrimp and the shrimp and it was very good . <eos>,past_pos
i had a great experience with the service and service . <eos>,past_pos
service was very good . <eos>,past_pos
they were very nice and the food was delicious and delicious . <eos>,past_pos
the service was great . <eos>,past_pos
"the food was delicious , but the service was quick and the food was great . <eos>",past_pos
"the food was great , and the service was great and the food . <eos>",past_pos
it was a great time to stay . <eos>,past_pos
the service was very friendly and attentive . <eos>,past_pos
it was a great time to get a pedicure in . <eos>,past_pos
they were very friendly and the food was very good and delicious . <eos>,past_pos
service was very friendly and the food was great . <eos>,past_pos
she was very nice and professional . <eos>,past_pos
the best part of the best i ' ve ever had . <eos>,past_pos
this place was very nice . <eos>,past_pos
this was a great place . <eos>,past_pos
the service was very friendly and the food was very good . <eos>,past_pos
the best part of the food was great . <eos>,past_pos
they were very nice and the food was delicious and the service was great . <eos>,past_pos
it ' s a great time to go to the place to stay . <eos>,past_pos
service was very good and friendly . <eos>,past_pos
i ' m glad how i found this place before i got . <eos>,past_pos
best pizza i ' ve had in phoenix hands down . <eos>,past_pos
they were very friendly and the food was great . <eos>,past_pos
i got a great job and the food was delicious and the price . <eos>,past_pos
best part of the best meals . <eos>,past_pos
it was very good . <eos>,past_pos
i loved the food here . <eos>,past_pos
the best part of the best i had in town and loved it . <eos>,past_pos
best i ' ve had in my opinion . <eos>,past_pos
it was a great time to stay in the hotel was clean . <eos>,past_pos
i was very pleased with the service and the food was very good . <eos>,past_pos
i had a great experience here . <eos>,past_pos
"great service , the food was great and the food was great . <eos>",past_pos
they were so happy with the food . <eos>,past_pos
they were very nice and the food was delicious and delicious . <eos>,past_pos
had a great time with a great time . <eos>,past_pos
this was a great time to get married and the food was great . <eos>,past_pos
this was a great place to stay in vegas . <eos>,past_pos
the hot wings were delicious and delicious . <eos>,past_pos
they were very nice and the food was delicious and the service . <eos>,past_pos
i got a great job and the food was great . <eos>,past_pos
they were very nice and the food was delicious and delicious . <eos>,past_pos
they were very friendly and the staff was very friendly and helpful . <eos>,past_pos
the waitress did n't disappoint to me with the food . <eos>,past_pos
they were able to talk to talk to talk to me . <eos>,past_pos
it was a good choice . <eos>,past_pos
i had a great time with the food and delicious . <eos>,past_pos
it was a great job . <eos>,past_pos
the service was very friendly . <eos>,past_pos
i had a great experience with them . <eos>,past_pos
i had a great experience here . <eos>,past_pos
the service was very friendly and attentive . <eos>,past_pos
it was a great experience with a great time . <eos>,past_pos
it was a great flavor . <eos>,past_pos
the service was great . <eos>,past_pos
loved the food and the service . <eos>,past_pos
the best part of the best meals i had . <eos>,past_pos
service was very friendly and the food was very good . <eos>,past_pos
i ' ve been a great time here and i loved it for the food . <eos>,past_pos
the food was very good and the service was very good as well . <eos>,past_pos
this was a great place to stay . <eos>,past_pos
i was very pleased . <eos>,past_pos
it was a great experience and the food . <eos>,past_pos
they were very nice and the food was delicious . <eos>,past_pos
i got a great job and he did . <eos>,past_pos
"food was very good , but the service was very good . <eos>",past_pos
got ta say it was a great job and did n't disappoint ! <eos>,past_pos
i got a great selection of the food and the staff were very nice . <eos>,past_pos
"the food was great , the service was great and the food was great . <eos>",past_pos
service was very friendly and the food was very good . <eos>,past_pos
this place was very nice and friendly . <eos>,past_pos
the service was excellent . <eos>,past_pos
the best part of the food was delicious and the service . <eos>,past_pos
the waiter was very nice and the food was delicious and delicious . <eos>,past_pos
she was amazing . <eos>,past_pos
loved the best breakfast i ' ve had . <eos>,past_pos
it was very nice and the food was delicious . <eos>,past_pos
this place was very nice and the service was great . <eos>,past_pos
the staff was very friendly . <eos>,past_pos
loved it ! <eos>,past_pos
this place was very nice and the staff was very friendly . <eos>,past_pos
they did n't feel like it ' s very nice . <eos>,past_pos
we got the food and the service was great and the food was great . <eos>,past_pos
the best part of the best i ' ve had . <eos>,past_pos
the service was very friendly and professional . <eos>,past_pos
i had a great experience here with a great experience . <eos>,past_pos
"service was great , and the food was great . <eos>",past_pos
i ' ve been a great experience with a great time with them . <eos>,past_pos
the food was delicious and delicious . <eos>,past_pos
the staff were very friendly and helpful . <eos>,past_pos
it was a great place to get a new date . <eos>,past_pos
it was a great time to stay in the area . <eos>,past_pos
the best part of the food was delicious and the service . <eos>,past_pos
the service was great . <eos>,past_pos
service was excellent . <eos>,past_pos
i ' ve been going here for years ago and loved it . <eos>,past_pos
loved it ! <eos>,past_pos
the service was great and the food was great . <eos>,past_pos
the food was delicious and the service was very good . <eos>,past_pos
i highly recommend this place . <eos>,past_pos
service was very friendly and the food was very good . <eos>,past_pos
it was a great time to get the best in town . <eos>,past_pos
i had a great experience here . <eos>,past_pos
i had a great experience with the service at this location . <eos>,past_pos
i got the shrimp and it was very good . <eos>,past_pos
i had a great experience with the food and the service . <eos>,past_pos
the food were delicious and the service were great . <eos>,past_pos
the staff was very friendly and helpful . <eos>,past_pos
i ' m sure they were looking and the food was delicious and delicious . <eos>,past_pos
i had a great experience . <eos>,past_pos
it ' s a nice experience and the food was great . <eos>,past_pos
best thing i ' ve ever had . <eos>,past_pos
it ' s a nice job and the food was very good . <eos>,past_pos
loved the food here . <eos>,past_pos
they were very friendly and the service was quick and quick . <eos>,past_pos
the staff was very friendly and the food was delicious . <eos>,past_pos
the food was delicious ! <eos>,past_pos
service was very friendly and quick . <eos>,past_pos
service was very friendly and the food was great . <eos>,past_pos
it was a great job and the food was great . <eos>,past_pos
"service was great , the food was great and the food was great . <eos>",past_pos
it was a great time . <eos>,past_pos
it ' s a great time to get married and it was great . <eos>,past_pos
the service was very friendly and professional . <eos>,past_pos
the staff was very friendly and helpful . <eos>,past_pos
this place was a great experience and the food was great . <eos>,past_pos
best i ' ve had in az . <eos>,past_pos
it was a great place to get a new . <eos>,past_pos
it was very good . <eos>,past_pos
it was a great time to get a pedicure from the strip . <eos>,past_pos
everything was delicious . <eos>,past_pos
very friendly and the staff was very friendly and the food was great . <eos>,past_pos
they were very nice and the food was delicious and delicious . <eos>,past_pos
the best part of the best i ' ve ever had . <eos>,past_pos
had a great time here . <eos>,past_pos
service was great . <eos>,past_pos
service was very friendly . <eos>,past_pos
"also , the service was great and the food . <eos>",past_pos
they did n't get me the job done done did n't disappoint me . <eos>,past_pos
this place was a great experience at the best . <eos>,past_pos
she was very nice and helpful . <eos>,past_pos
service was very friendly and the food was very good as well . <eos>,past_pos
the service was very friendly and attentive . <eos>,past_pos
"the food was very good , but the service was very good and quick . <eos>",past_pos
it was a nice experience and the food . <eos>,past_pos
"overall , the food was great , but the service was great . <eos>",past_pos
i was very pleased with the service and the food was great . <eos>,past_pos
this was a great experience at this location . <eos>,past_pos
this place was a great choice . <eos>,past_pos
"they did n't disappoint it , but it was worth it . <eos>",past_pos
it was a great time to stay here . <eos>,past_pos
all of the food was delicious and the service was great . <eos>,past_pos
"service was great , and the food was great . <eos>",past_pos
it was a great time to get a pedicure . <eos>,past_pos
she was very nice and the job done . <eos>,past_pos
i ' m glad how i found this place . <eos>,past_pos
best thing i had a great experience with the service i ever had . <eos>,past_pos
i was very pleased . <eos>,past_pos
this place was a great experience at a great time . <eos>,past_pos
"best , i ' ve had in az hands down . <eos>",past_pos
` ` ` ` ` ` ` ` ` ` ' ' ' . <eos>,past_pos
i ' m glad how i found this place was great . <eos>,past_pos
it was a great time to get the food . <eos>,past_pos
best thing i ' ve ever had in the valley in vegas . <eos>,past_pos
all of the dishes were delicious and the food was delicious . <eos>,past_pos
it was absolutely delicious . <eos>,past_pos
the food was very good and the service was very good as well . <eos>,past_pos
the service was very good . <eos>,past_pos
the service was very good as well . <eos>,past_pos
the food was delicious and the service was great . <eos>,past_pos
they were very friendly and helpful . <eos>,past_pos
the service was great and the food was very good . <eos>,past_pos
all of the food was delicious and delicious . <eos>,past_pos
they were so good ! <eos>,past_pos
the food was great ! <eos>,past_pos
they were very nice and professional . <eos>,past_pos
it was a great time to stay in vegas and loved it . <eos>,past_pos
i was pleasantly surprised . <eos>,past_pos
they were very good . <eos>,past_pos
i had a great experience here . <eos>,past_pos
service was great . <eos>,past_pos
it was a good choice . <eos>,past_pos
` ` ` ` ` ` ` ` ` ` ` ` ' ' . <eos>,past_pos
the best part of the best pizza i ever had . <eos>,past_pos
they were very nice and the food was delicious as well . <eos>,past_pos
the wings were so good . <eos>,past_pos
i had a great experience with a great experience . <eos>,past_pos
i ' m glad to be able to have a new and i found this place . <eos>,past_pos
the best part of the best meals i ' ve had . <eos>,past_pos
they were able to have the best of the best meals . <eos>,past_pos
it was a great time . <eos>,past_pos
the service was great and the food was great and delicious . <eos>,past_pos
the best part of the food was delicious . <eos>,past_pos
the service was very friendly and attentive . <eos>,past_pos
i got the shrimp and it was very good as well . <eos>,past_pos
my boyfriend and i loved it for the first time . <eos>,past_pos
loved the ` ` it . <eos>,past_pos
they were very nice and helpful . <eos>,past_pos
he was very nice and the food was very good and the service . <eos>,past_pos
"also , the food was delicious and the service was great . <eos>",past_pos
it was a bit pricey but it was worth the trip trip to the strip . <eos>,past_pos
this was a great time to get a pedicure . <eos>,past_pos
i was pleased with the service and the food was great . <eos>,past_pos
it was a good experience and the food . <eos>,past_pos
the food was delicious and the service was very good and the price . <eos>,past_pos
the best experience i ' ve ever had . <eos>,past_pos
the service was very friendly . <eos>,past_pos
they were very happy with the food . <eos>,past_pos
everything was so delicious ! <eos>,past_pos
the service was very friendly and attentive . <eos>,past_pos
service was very friendly and the food was great . <eos>,past_pos
it was a great job and it was great . <eos>,past_pos
the waitress was very nice and attentive . <eos>,past_pos
"the service was great , and the food was great . <eos>",past_pos
it was great . <eos>,past_pos
i had a great experience with this location . <eos>,past_pos
i ' ve got a few times and the food was very good . <eos>,past_pos
the service was great and the food was great . <eos>,past_pos
i highly recommend this place to anyone who needs to be back to needs . <eos>,past_pos
the best experience i ' ve ever had . <eos>,past_pos
"when i got the chance , i ' m glad i found this place . <eos>",past_pos
this place is a nice touch . <eos>,pres_pos
this is a great place to get a new for date . <eos>,pres_pos
they have a great selection of beers and delicious . <eos>,pres_pos
i love the food is very good and the service is great . <eos>,pres_pos
the food is always fresh and the prices are great . <eos>,pres_pos
the staff is always friendly and helpful . <eos>,pres_pos
the best part of the best pizza i have ever had . <eos>,pres_pos
i have been coming here for years and i will continue to come back . <eos>,pres_pos
it is a great place to stay . <eos>,pres_pos
it ' s a great place to get . <eos>,pres_pos
food is always fresh and delicious . <eos>,pres_pos
the best part of the best pizza i have ever had . <eos>,pres_pos
this is a great place to stay . <eos>,pres_pos
i ' ve been coming here for years years years . <eos>,pres_pos
these guys are great . <eos>,pres_pos
i highly recommend this place to anyone who ' s . <eos>,pres_pos
they are very friendly and the food is great . <eos>,pres_pos
the food is great and the service is always good . <eos>,pres_pos
it is a great place to stay . <eos>,pres_pos
this is a great place to get in town . <eos>,pres_pos
this place is the best place i have ever had to get in vegas . <eos>,pres_pos
the staff is very friendly and the food is always great . <eos>,pres_pos
the staff are very friendly and the food is always great . <eos>,pres_pos
it ' s a great place to get a date . <eos>,pres_pos
i love the food and the service is great . <eos>,pres_pos
the staff is always friendly and helpful . <eos>,pres_pos
this place is a great place to get a new for a date . <eos>,pres_pos
i love the food and the service is great . <eos>,pres_pos
they have a great selection of beers and the menu . <eos>,pres_pos
they are very friendly and they are always so friendly and helpful . <eos>,pres_pos
it is a must ! <eos>,pres_pos
they are very friendly and the food is always fresh and delicious . <eos>,pres_pos
staff is very friendly and the food is always great . <eos>,pres_pos
the best is the best ! <eos>,pres_pos
it ' s a good value . <eos>,pres_pos
if you are looking for a great place for a great price . <eos>,pres_pos
the service is very friendly and the food is great . <eos>,pres_pos
they ' re very reasonable and they are very friendly and helpful . <eos>,pres_pos
this place is awesome ! <eos>,pres_pos
the staff is very friendly and helpful and professional . <eos>,pres_pos
the staff is always friendly and the food is great . <eos>,pres_pos
but it ' s a great place to get a date . <eos>,pres_pos
i have been coming here twice and the service is always great . <eos>,pres_pos
these guys are very nice and the food is always good . <eos>,pres_pos
i highly recommend this place to anyone who enjoys it . <eos>,pres_pos
"also , the food is great , but worth it . <eos>",pres_pos
they ' re very nice and helpful . <eos>,pres_pos
the staff is always friendly and the food is always great . <eos>,pres_pos
the food is great . <eos>,pres_pos
this is the best place to get . <eos>,pres_pos
"great food , it is a great place to get . <eos>",pres_pos
this is a great place to go to get a new lunch . <eos>,pres_pos
i love the food here and the service is great . <eos>,pres_pos
the staff is always friendly . <eos>,pres_pos
the food is always fresh and fresh and delicious . <eos>,pres_pos
staff is friendly and helpful and the staff is always friendly and helpful . <eos>,pres_pos
"the food is great , but the service is great . <eos>",pres_pos
this is a great place to stay in vegas for a date . <eos>,pres_pos
i love the new york and the staff is great . <eos>,pres_pos
this place is awesome ! <eos>,pres_pos
the food is great . <eos>,pres_pos
it ' s a good deal . <eos>,pres_pos
i have been coming here twice and they have a great time . <eos>,pres_pos
the staff is very friendly and helpful . <eos>,pres_pos
i highly recommend them to anyone who wants to be back . <eos>,pres_pos
they are very nice . <eos>,pres_pos
all of the staff are always friendly and the food is great . <eos>,pres_pos
and the service is always top notch . <eos>,pres_pos
this is a great place to get a new for date . <eos>,pres_pos
this place has a great place to get a great time . <eos>,pres_pos
the food is great ! <eos>,pres_pos
"but the food is great , but worth it . <eos>",pres_pos
i love this place is great . <eos>,pres_pos
prices are very reasonable and the staff is very friendly . <eos>,pres_pos
i love the food is always good and the service is always great . <eos>,pres_pos
if you ' re looking for a great price . <eos>,pres_pos
i love this place . <eos>,pres_pos
i love the fact of the food is great . <eos>,pres_pos
it ' s . <eos>,pres_pos
this is a great place to get a great lunch . <eos>,pres_pos
they have a great selection of the menu items . <eos>,pres_pos
i love this place has a great place to stay in vegas . <eos>,pres_pos
the staff are always friendly and the food is always fresh and delicious . <eos>,pres_pos
they have a great selection of beers and delicious . <eos>,pres_pos
the service is always friendly and the food is great . <eos>,pres_pos
the food is always fresh and delicious . <eos>,pres_pos
this place is a great place for a date . <eos>,pres_pos
the best part of the best part of the world hands down . <eos>,pres_pos
the best part is the best in town . <eos>,pres_pos
the prices are reasonable and the food is great and the food is great . <eos>,pres_pos
the best part of the best pizza i have ever had . <eos>,pres_pos
i have been going here for years and years . <eos>,pres_pos
the food is always good and the service is always friendly and quick . <eos>,pres_pos
this place is a must . <eos>,pres_pos
if you have a great place to stay for a date night for lunch . <eos>,pres_pos
this place is a great place to get a date . <eos>,pres_pos
this is a great place to stay . <eos>,pres_pos
these guys are very friendly and helpful and helpful . <eos>,pres_pos
i love this place and it ' s great . <eos>,pres_pos
it ' s a great place to get to watch from the strip mall . <eos>,pres_pos
i love the food is great . <eos>,pres_pos
the food is great and the service is always top notch . <eos>,pres_pos
and the food is always good . <eos>,pres_pos
i ' m not happy with the quality of the quality of the quality . <eos>,pres_pos
"best , i have ever had . <eos>",pres_pos
i love the best pizza i have ever had . <eos>,pres_pos
they are very friendly and the food is always very good . <eos>,pres_pos
they have a great selection of beers and the menu is always great . <eos>,pres_pos
this is a great place to stay . <eos>,pres_pos
this place is awesome . <eos>,pres_pos
they are honest and the work to have to have to help . <eos>,pres_pos
this place is a must ! <eos>,pres_pos
this place has a great selection of the food . <eos>,pres_pos
they have a great selection of beers and the menu . <eos>,pres_pos
it is a great place to stay . <eos>,pres_pos
it ' s delicious . <eos>,pres_pos
i love the food and the atmosphere . <eos>,pres_pos
